Time: 19/19:7:35 Arduino 0: 4
Time: 19/19:7:35 Arduino 0: 0: 263.32,1: 246.80,2: 236.95,3: 228.16,4: 220.43,5: 213.75,6: 210.23
Time: 19/19:8:35 Arduino 0: 0: 263.32,1: 259.10,2: 253.83,3: 250.31,4: 246.45,5: 240.47,6: 238.36
Time: 19/19:8:35 Arduino 0: 0: 262.97,1: 259.10,2: 255.59,3: 250.31,4: 246.45,5: 242.93,6: 237.30
Time: 19/19:8:35 Arduino 0: 0: 263.67,1: 259.45,2: 253.83,3: 251.02,4: 245.74,5: 240.47,6: 237.66
Time: 19/19:8:35 Arduino 0: 0: 264.02,1: 258.40,2: 254.18,3: 248.91,4: 245.39,5: 240.12,6: 235.20
Time: 19/19:8:35 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 249.61,4: 243.28,5: 239.06,6: 234.84
Time: 19/19:8:35 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 247.50,4: 243.98,5: 238.01,6: 233.44
Time: 19/19:8:35 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 248.55,4: 242.23,5: 238.71,6: 232.73
Time: 19/19:8:35 Arduino 0: 0: 262.97,1: 258.40,2: 252.42,3: 247.85,4: 243.28,5: 236.95,6: 233.44
Time: 19/19:8:35 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 247.85,4: 242.58,5: 238.36,6: 231.68
Time: 19/19:8:35 Arduino 0: 0: 262.97,1: 258.40,2: 252.42,3: 248.55,4: 243.28,5: 237.30,6: 233.79
Time: 19/19:8:35 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.20,4: 243.98,5: 239.06,6: 233.09
Time: 19/19:8:35 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 249.61,4: 243.63,5: 238.71,6: 234.84
Time: 19/19:8:36 Arduino 0: 0: 262.62,1: 258.40,2: 253.48,3: 247.15,4: 243.28,5: 236.95,6: 231.33
Time: 19/19:8:36 Arduino 0: 0: 263.32,1: 257.70,2: 252.07,3: 247.50,4: 240.82,5: 236.60,6: 230.63
Time: 19/19:8:36 Arduino 0: 0: 262.97,1: 258.05,2: 252.07,3: 246.80,4: 242.23,5: 235.20,6: 230.98
Time: 19/19:8:36 Arduino 0: 0: 263.32,1: 257.34,2: 252.77,3: 247.50,4: 241.52,5: 237.30,6: 230.27
Time: 19/19:8:36 Arduino 0: 0: 263.67,1: 258.40,2: 252.07,3: 248.20,4: 242.93,5: 236.25,6: 232.73
Time: 19/19:8:36 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 247.85,4: 243.28,5: 238.36,6: 232.03
Time: 19/19:8:36 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.61,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:8:36 Arduino 0: 0: 262.62,1: 258.40,2: 254.18,3: 248.20,4: 244.34,5: 239.06,6: 233.09
Time: 19/19:8:36 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:36 Arduino 0: 0: 263.32,1: 259.10,2: 253.48,3: 248.20,4: 244.69,5: 238.01,6: 233.79
Time: 19/19:8:36 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 233.79
Time: 19/19:8:36 Arduino 0: 0: 262.97,1: 260.16,2: 253.48,3: 248.91,4: 244.69,5: 238.01,6: 234.84
Time: 19/19:8:36 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.91,4: 243.98,5: 239.41,6: 233.09
Time: 19/19:8:37 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 235.20
Time: 19/19:8:37 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 247.85,4: 243.98,5: 239.06,6: 232.73
Time: 19/19:8:37 Arduino 0: 0: 262.97,1: 258.40,2: 252.42,3: 248.55,4: 241.88,5: 236.60,6: 231.33
Time: 19/19:8:37 Arduino 0: 0: 263.32,1: 257.34,2: 251.37,3: 244.69,4: 240.12,5: 233.44,6: 227.46
Time: 19/19:8:37 Arduino 0: 0: 263.67,1: 256.64,2: 251.37,3: 246.80,4: 240.12,5: 235.90,6: 230.27
Time: 19/19:8:37 Arduino 0: 0: 262.62,1: 258.75,2: 253.48,3: 248.55,4: 244.69,5: 238.36,6: 234.84
Time: 19/19:8:37 Arduino 0: 0: 263.67,1: 259.10,2: 255.59,3: 251.37,4: 246.09,5: 242.23,6: 236.60
Time: 19/19:8:37 Arduino 0: 0: 263.32,1: 259.80,2: 254.53,3: 251.72,4: 247.15,5: 241.17,6: 238.71
Time: 19/19:8:37 Arduino 0: 0: 263.32,1: 259.10,2: 255.23,3: 249.96,4: 245.74,5: 241.52,6: 235.90
Time: 19/19:8:37 Arduino 0: 0: 263.32,1: 259.10,2: 253.83,3: 250.66,4: 245.04,5: 240.12,6: 236.95
Time: 19/19:8:37 Arduino 0: 0: 263.67,1: 258.75,2: 254.18,3: 248.91,4: 245.39,5: 239.77,6: 234.84
Time: 19/19:8:37 Arduino 0: 0: 263.67,1: 258.75,2: 253.48,3: 249.61,4: 243.28,5: 239.77,6: 235.20
Time: 19/19:8:37 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.55,4: 245.04,5: 238.71,6: 234.49
Time: 19/19:8:37 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:8:38 Arduino 0: 0: 262.97,1: 259.10,2: 252.77,3: 248.55,4: 244.34,5: 237.66,6: 234.49
Time: 19/19:8:38 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.28,5: 239.06,6: 232.38
Time: 19/19:8:38 Arduino 0: 0: 262.62,1: 258.75,2: 252.77,3: 248.91,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:38 Arduino 0: 0: 263.67,1: 258.40,2: 253.83,3: 247.85,4: 243.98,5: 238.71,6: 233.09
Time: 19/19:8:38 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 249.61,4: 243.28,5: 238.71,6: 234.49
Time: 19/19:8:38 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 248.20,4: 244.69,5: 238.36,6: 233.79
Time: 19/19:8:38 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 242.93,5: 239.41,6: 233.79
Time: 19/19:8:38 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:38 Arduino 0: 0: 263.67,1: 258.05,2: 254.18,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:38 Arduino 0: 0: 264.38,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:38 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:38 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 249.61,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:8:38 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.44
Time: 19/19:8:38 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 242.93,5: 238.71,6: 233.79
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 259.10,2: 253.13,3: 248.55,4: 244.34,5: 237.66,6: 233.79
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.91,4: 242.93,5: 239.41,6: 233.09
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 237.66,6: 234.49
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:39 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.61,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 247.85,4: 243.98,5: 238.71,6: 233.09
Time: 19/19:8:39 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 249.26,4: 242.93,5: 238.36,6: 233.79
Time: 19/19:8:39 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.20,4: 244.34,5: 238.01,6: 233.44
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 233.44
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:39 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.55,4: 243.28,5: 239.41,6: 232.73
Time: 19/19:8:39 Arduino 0: 0: 262.97,1: 258.75,2: 252.42,3: 248.91,4: 243.63,5: 237.66,6: 234.49
Time: 19/19:8:39 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 247.85,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:40 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 249.61,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:8:40 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.69,5: 238.71,6: 233.44
Time: 19/19:8:40 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 233.79
Time: 19/19:8:40 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 248.20,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:40 Arduino 0: 0: 262.62,1: 258.40,2: 253.83,3: 248.55,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:40 Arduino 0: 0: 262.97,1: 259.10,2: 252.77,3: 248.91,4: 244.34,5: 237.66,6: 234.84
Time: 19/19:8:40 Arduino 0: 0: 262.97,1: 258.05,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:40 Arduino 0: 0: 262.62,1: 258.40,2: 252.77,3: 249.26,4: 243.63,5: 238.36,6: 234.84
Time: 19/19:8:40 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.09
Time: 19/19:8:40 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.61,4: 243.28,5: 238.71,6: 234.14
Time: 19/19:8:40 Arduino 0: 0: 263.67,1: 258.75,2: 253.48,3: 248.55,4: 244.34,5: 238.36,6: 233.79
Time: 19/19:8:40 Arduino 0: 0: 263.67,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.41,6: 233.44
Time: 19/19:8:40 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.20,4: 243.63,5: 237.30,6: 233.79
Time: 19/19:8:40 Arduino 0: 0: 263.32,1: 257.70,2: 253.48,3: 248.20,4: 242.93,5: 238.71,6: 232.03
Time: 19/19:8:41 Arduino 0: 0: 263.67,1: 258.75,2: 252.77,3: 248.91,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:41 Arduino 0: 0: 262.62,1: 260.16,2: 254.53,3: 248.20,4: 243.98,5: 239.06,6: 232.73
Time: 19/19:8:41 Arduino 0: 0: 263.32,1: 259.10,2: 253.48,3: 249.61,4: 243.63,5: 238.71,6: 234.49
Time: 19/19:8:41 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.69,5: 238.71,6: 233.79
Time: 19/19:8:41 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 249.26,4: 243.28,5: 239.41,6: 233.79
Time: 19/19:8:41 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:41 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 232.73
Time: 19/19:8:41 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:41 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:41 Arduino 0: 0: 263.67,1: 258.40,2: 252.77,3: 249.26,4: 243.28,5: 238.01,6: 234.49
Time: 19/19:8:41 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.09
Time: 19/19:8:41 Arduino 0: 0: 265.08,1: 259.10,2: 253.83,3: 249.96,4: 243.28,5: 239.06,6: 234.14
Time: 19/19:8:41 Arduino 0: 0: 267.54,1: 262.97,2: 256.29,3: 250.31,4: 246.09,5: 239.06,6: 234.49
Time: 19/19:8:42 Arduino 0: 0: 271.05,1: 265.08,2: 259.10,3: 253.48,4: 246.45,5: 241.52,6: 235.20
Time: 19/19:8:42 Arduino 0: 0: 274.22,1: 268.59,2: 260.86,3: 255.59,4: 249.61,5: 241.88,6: 238.01
Time: 19/19:8:42 Arduino 0: 0: 278.09,1: 271.05,2: 265.08,3: 257.70,4: 251.02,5: 245.04,6: 237.66
Time: 19/19:8:42 Arduino 0: 0: 279.49,1: 274.22,2: 266.13,3: 260.86,4: 253.83,5: 246.09,6: 241.17
Time: 19/19:8:42 Arduino 0: 0: 282.66,1: 276.33,2: 269.65,3: 261.91,4: 255.94,5: 248.55,6: 241.17
Time: 19/19:8:42 Arduino 0: 0: 285.82,1: 278.44,2: 271.05,3: 265.43,4: 256.64,5: 250.31,6: 243.98
Time: 19/19:8:42 Arduino 0: 0: 287.93,1: 281.60,2: 273.87,3: 266.13,4: 260.51,5: 251.72,6: 245.04
Time: 19/19:8:42 Arduino 0: 0: 291.09,1: 283.71,2: 276.33,3: 269.65,4: 260.86,5: 254.88,6: 246.80
Time: 19/19:8:42 Arduino 0: 0: 293.91,1: 287.23,2: 278.44,3: 271.41,4: 264.38,5: 255.23,6: 249.26
Time: 19/19:8:42 Arduino 0: 0: 296.72,1: 288.63,2: 281.95,3: 274.22,4: 265.78,5: 258.75,6: 249.61
Time: 19/19:8:42 Arduino 0: 0: 298.83,1: 292.50,2: 283.36,3: 277.03,4: 268.59,5: 259.80,6: 253.48
Time: 19/19:8:42 Arduino 0: 0: 300.94,1: 293.55,2: 286.52,3: 278.09,4: 270.35,5: 262.27,6: 253.48
Time: 19/19:8:42 Arduino 0: 0: 300.59,1: 294.61,2: 286.52,3: 280.55,4: 271.41,5: 263.32,6: 256.64
Time: 19/19:8:42 Arduino 0: 0: 300.23,1: 294.26,2: 287.58,3: 279.84,4: 273.16,5: 264.38,6: 256.29
Time: 19/19:8:43 Arduino 0: 0: 300.23,1: 293.91,2: 287.23,3: 281.25,4: 272.11,5: 265.43,6: 257.70
Time: 19/19:8:43 Arduino 0: 0: 299.88,1: 294.96,2: 287.23,3: 280.55,4: 274.22,5: 264.73,6: 258.40
Time: 19/19:8:43 Arduino 0: 0: 289.34,1: 284.41,2: 281.60,3: 276.68,4: 269.65,5: 264.38,6: 256.29
Time: 19/19:8:43 Arduino 0: 0: 266.48,1: 268.24,2: 267.19,3: 266.48,4: 263.32,5: 257.70,6: 254.18
Time: 19/19:8:43 Arduino 0: 0: 262.97,1: 261.21,2: 260.16,3: 258.05,4: 255.94,5: 252.77,6: 247.50
Time: 19/19:8:43 Arduino 0: 0: 262.62,1: 259.80,2: 255.59,3: 254.53,4: 251.02,5: 247.50,6: 245.39
Time: 19/19:8:43 Arduino 0: 0: 262.97,1: 258.75,2: 255.23,3: 250.66,4: 248.20,5: 244.69,6: 240.47
Time: 19/19:8:43 Arduino 0: 0: 262.62,1: 258.75,2: 253.83,3: 250.66,4: 245.39,5: 242.58,6: 239.06
Time: 19/19:8:43 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.91,4: 245.74,5: 240.47,6: 237.30
Time: 19/19:8:43 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 249.26,4: 243.98,5: 240.82,6: 235.90
Time: 19/19:8:43 Arduino 0: 0: 262.62,1: 259.10,2: 253.13,3: 248.91,4: 245.04,5: 239.06,6: 236.60
Time: 19/19:8:43 Arduino 0: 0: 263.32,1: 258.75,2: 254.53,3: 248.91,4: 243.98,5: 240.47,6: 234.49
Time: 19/19:8:43 Arduino 0: 0: 263.67,1: 259.10,2: 253.13,3: 249.61,4: 244.69,5: 239.06,6: 236.25
Time: 19/19:8:44 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 244.69,5: 240.12,6: 234.49
Time: 19/19:8:44 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 249.96,4: 243.98,5: 239.77,6: 235.90
